station_id,name,owner,lat,lon,basin,expected_hours,WVHT_nonnull,WVHT_coverage,WVHT_longest_gap_h,WVHT_years_with_data,DPD_nonnull,DPD_coverage,DPD_longest_gap_h,DPD_years_with_data
41052,"South of St. John, VI",Caribbean Integrated Coastal Ocean Observing System (CarICoos),18.249,-64.763,Other/Intl,43824,41426,0.945281124497992,1449,5,41364,0.943866374589266,1449,5
41053,"San Juan, PR",Caribbean Integrated Coastal Ocean Observing System (CarICoos),18.474,-66.099,Other/Intl,43824,42999,0.9811746987951808,146,5,42864,0.9780941949616648,146,5
41056,"Vieques Island, PR",Caribbean Integrated Coastal Ocean Observing System (CarICoos),18.261,-65.464,Other/Intl,43824,38086,0.8690671778021175,1464,5,38098,0.8693410003650968,1464,5
41115,"Rincon, Puerto Rico (181)",Caribbean Integrated Coastal Ocean Observing System (CarICoos),18.376,-67.28,Other/Intl,43824,40710,0.9289430449069004,1244,5,40710,0.9289430449069004,1244,5
42060,Caribbean Valley - 63 NM WSW of Montserrat,NDBC,16.428,-63.21,Other/Intl,43824,43199,0.9857384081781672,300,5,43199,0.9857384081781672,300,5
42085,"Southeast of Ponce, PR",Caribbean Integrated Coastal Ocean Observing System (CarICoos),17.87,-66.537,Other/Intl,43824,40271,0.918925702811245,526,5,40270,0.91890288426433,526,5
46001,"WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK",NDBC,56.296,-148.027,Other/Intl,43824,32963,0.7521677619569186,5828,5,32963,0.7521677619569186,5828,5
46060,"WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK",NDBC,60.571,-146.795,Other/Intl,43824,34887,0.7960706462212487,4895,5,31398,0.7164567360350493,5492,5
46072,CENTRAL ALEUTIANS 230 NM SW Dutch Harbor,NDBC,51.645,-172.145,Other/Intl,43824,43521,0.9930859802847756,144,5,43521,0.9930859802847756,144,5
46073,"SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK",NDBC,54.985,-171.874,Other/Intl,43824,37418,0.8538243884629427,4712,5,37418,0.8538243884629427,4712,5
46076,"CAPE CLEARE - 17 NM South of Montague Is,  AK",NDBC,59.508,-148.005,Other/Intl,43824,35393,0.8076168309602044,4487,5,35393,0.8076168309602044,4487,5
46077,"SHELIKOF STRAIT, AK",NDBC,57.869,-154.211,Other/Intl,43824,42556,0.9710660825118655,443,5,41748,0.9526286966046004,443,5
46078,"ALBATROSS BANK - 104NM South of Kodiak Is., AK",NDBC,55.561,-152.599,Other/Intl,43824,38910,0.8878696604600219,4209,5,38910,0.8878696604600219,4209,5
46080,"PORTLOCK BANK - 76 NM ENE of Kodiak, AK",NDBC,57.91,-150.129,Other/Intl,43824,36597,0.8350903614457831,3887,5,36597,0.8350903614457831,3887,5
46081,Western Prince William Sound,NDBC,60.802,-148.283,Other/Intl,43824,42125,0.9612312887915296,144,5,13259,0.3025511135450894,476,5
46082,"Cape Suckling - 35 NM SE of Kayak Is, AK",NDBC,59.67,-143.353,Other/Intl,43824,37536,0.8565169769989047,5798,5,37536,0.8565169769989047,5798,5
46083,"FAIRWEATHER GROUND - 105 NM West  of Juneau, AK",NDBC,58.276,-138.024,Other/Intl,43824,37356,0.8524096385542169,5769,5,37356,0.8524096385542169,5769,5
46084,"CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK",NDBC,56.614,-136.04,Other/Intl,43824,42724,0.9748995983935744,744,5,42724,0.9748995983935744,744,5
46108,Lower Cook Inlet (204),Alaska Ocean Observing System,59.598,-151.828,Other/Intl,43824,39685,0.9055540343190944,1711,5,35096,0.8008397225264695,1715,5
51000,NORTHERN HAWAII ONE - 245NM NE of Honolulu HI,NDBC,23.534,-153.752,Pacific Is.,43824,43443,0.9913061336254108,144,5,43443,0.9913061336254108,144,5
51001,"NORTHWESTERN HAWAII ONE - 188 NM NW of Kauai Island, HI",NDBC,24.475,-162.03,Pacific Is.,43824,41445,0.9457146768893756,1885,5,41445,0.9457146768893756,1885,5
51002,"SOUTHWEST HAWAII - 215NM SSW of Hilo, HI",NDBC,17.07,-157.755,Pacific Is.,43824,33312,0.76013143483023,10200,5,33312,0.76013143483023,10200,5
51003,"WESTERN  HAWAII - 205 NM SW of Honolulu, HI",NDBC,19.289,-160.569,Pacific Is.,43824,35016,0.7990142387732749,7380,5,35016,0.7990142387732749,7380,5
51004,"SOUTHEAST HAWAII - 205 NM Southeast of Hilo, HI",NDBC,17.504,-152.197,Pacific Is.,43824,43527,0.9932228915662652,144,5,43527,0.9932228915662652,144,5
51101,"NORTHWESTERN HAWAII TWO - 186 NM NW of Kauai Is., HI   ",NDBC,24.359,-162.081,Pacific Is.,43824,43487,0.9923101496896678,144,5,43487,0.9923101496896678,144,5
51201,"Waimea Bay, HI (106)",Pacific Islands Ocean Observing System,21.671,-158.118,Pacific Is.,43824,38235,0.8724671412924425,1661,5,38235,0.8724671412924425,1661,5
51202,"Mokapu Point, HI (098)",Pacific Islands Ocean Observing System,21.414,-157.681,Pacific Is.,43824,37309,0.851337166849215,4842,5,37309,0.851337166849215,4842,5
51207,"Kaneohe Bay, HI (198)",Pacific Islands Ocean Observing System,21.477,-157.752,Pacific Is.,43824,35998,0.8214220518437386,4495,5,35998,0.8214220518437386,4495,5
51208,"Hanalei, Kauai, HI (202)",Pacific Islands Ocean Observing System,22.285,-159.574,Pacific Is.,43824,34434,0.7857338444687842,3193,5,34434,0.7857338444687842,3193,5
51209,"Aunuu, American Samoa (189)",Pacific Islands Ocean Observing System,-14.273,-170.501,Pacific Is.,43824,36780,0.8392661555312158,5555,5,36780,0.8392661555312158,5555,5
51211,"Pearl Harbor Entrance, HI (233)",Pacific Islands Ocean Observing System,21.297,-157.959,Pacific Is.,43824,43340,0.9889558232931728,192,5,43340,0.9889558232931728,192,5
51212,"Barbers Point, Kalaeloa, HI (238)",Pacific Islands Ocean Observing System,21.323,-158.149,Pacific Is.,43824,42603,0.9721385542168676,940,5,42603,0.9721385542168676,940,5
51213,"Kaumalapau Southwest, Lanai, HI (239)",Pacific Islands Ocean Observing System,20.75,-157.002,Pacific Is.,43824,31931,0.7286190215407082,8086,5,31931,0.7286190215407082,8086,5
52200,"Ipan, Guam (121)",Pacific Islands Ocean Observing System,13.354,144.788,Pacific Is.,43824,33875,0.772978276743337,6257,5,33875,0.772978276743337,6257,5
41002,SOUTH HATTERAS - 225 NM South of Cape Hatteras,NDBC,31.743,-74.955,S. Atlantic,43824,37089,0.8463170865279299,3795,5,37089,0.8463170865279299,3795,5
41004,"EDISTO - 41 NM Southeast of Charleston, SC",NDBC,32.502,-79.099,S. Atlantic,43824,39127,0.8928212851405622,4564,5,39127,0.8928212851405622,4564,5
41008,"GRAYS REEF - 40 NM Southeast of Savannah, GA",NDBC,31.4,-80.866,S. Atlantic,43824,42925,0.9794861263234758,294,5,42747,0.9754244249726176,294,5
41009,"CANAVERAL 20 NM East of Cape Canaveral, FL",NDBC,28.508,-80.185,S. Atlantic,43824,41850,0.9549561883899234,305,5,41849,0.9549333698430084,305,5
41013,"Frying Pan Shoals, NC",NDBC,33.441,-77.764,S. Atlantic,43824,43523,0.9931316173786052,144,5,43523,0.9931316173786052,144,5
41108,"Wilmington Harbor, NC - (200)",SCRIPPS,33.719,-78.016,S. Atlantic,43824,41415,0.9450301204819276,1268,5,41412,0.9449616648411828,1268,5
41110,"Masonboro Inlet, ILM2, NC (150)",CORMP,34.144,-77.715,S. Atlantic,43824,41189,0.939873128879153,1053,5,41189,0.939873128879153,1053,5
41112,"Offshore Fernandina Beach, FL (132)",SCRIPPS,30.709,-81.292,S. Atlantic,43824,42482,0.9693775100401606,1027,5,42394,0.9673694779116466,1027,5
41113,"Cape Canaveral Nearshore, FL (143)",SCRIPPS,28.4,-80.533,S. Atlantic,43824,41194,0.9399872216137276,414,5,41056,0.936838262139467,414,5
41114,"Fort Pierce, FL (134)",SCRIPPS,27.552,-80.216,S. Atlantic,43824,39831,0.9088855421686748,1035,5,39762,0.9073110624315444,1035,5
41117,"St. Augustine, FL (194)",U.S. Army Corps of Engineers,29.999,-81.079,S. Atlantic,43824,42858,0.9779572836801752,694,5,42778,0.9761317999269806,694,5
41159,"Onslow Bay Outer, NC (217)",CORMP,34.211,-76.944,S. Atlantic,43824,39565,0.9028158086893028,2470,5,39565,0.9028158086893028,2470,5
ssbn7,Sunset Beach Nearshore Waves (SUN2WAVE),CORMP,33.838,-78.484,S. Atlantic,43824,39773,0.9075620664476086,1478,5,39454,0.9002829499817452,1478,5
46006,"SOUTHEAST PAPA - 600NM West of Eureka, CA",NDBC,40.73,-137.42,W. Coast,43824,33923,0.7740735669952538,4538,5,33923,0.7740735669952538,4538,5
46011,"SANTA MARIA - 21NM NW of Point Arguello, CA",NDBC,34.937,-120.999,W. Coast,43824,43506,0.9927437020810514,144,5,43506,0.9927437020810514,144,5
46014,"PT ARENA - 19NM North of Point Arena, CA",NDBC,39.225,-123.98,W. Coast,43824,43473,0.9919906900328588,144,5,43473,0.9919906900328588,144,5
46025,"Santa Monica Basin - 33NM WSW of Santa Monica, CA",NDBC,33.765,-119.077,W. Coast,43824,40789,0.93074571011318,2480,5,40789,0.93074571011318,2480,5
46026,"SAN FRANCISCO - 18NM West of San Francisco, CA",NDBC,37.75,-122.838,W. Coast,43824,40796,0.9309054399415844,2505,5,40796,0.9309054399415844,2505,5
46027,"ST GEORGES - 8 NM NW of Crescent City, CA",NDBC,41.84,-124.382,W. Coast,43824,43500,0.992606790799562,144,5,43500,0.992606790799562,144,5
46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",NDBC,35.763,-121.9,W. Coast,43824,42697,0.9742834976268712,456,5,42697,0.9742834976268712,456,5
46029,COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth,NDBC,46.148,-124.508,W. Coast,43824,33617,0.7670910916392845,4921,5,33617,0.7670910916392845,4921,5
46041,"CAPE ELIZABETH - 45NM NW of Aberdeen, WA",NDBC,47.352,-124.739,W. Coast,43824,36680,0.8369843008397225,6888,5,36680,0.8369843008397225,6888,5
46047,"TANNER BANK - 121 NM West of San Diego, CA",NDBC,32.418,-119.535,W. Coast,43824,41784,0.9534501642935378,1123,5,41784,0.9534501642935378,1123,5
46050,"STONEWALL BANK - 20NM West of Newport, OR",NDBC,44.679,-124.535,W. Coast,43824,40158,0.9163472070098576,3372,5,40158,0.9163472070098576,3372,5
46053,"EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA",NDBC,34.246,-119.842,W. Coast,43824,40947,0.9343510405257394,499,5,40947,0.9343510405257394,499,5
46054,"WEST SANTA BARBARA  38 NM West of Santa Barbara, CA",NDBC,34.274,-120.468,W. Coast,43824,40939,0.93416849215042,1868,5,40939,0.93416849215042,1868,5
46069,"SOUTH SANTA ROSA - 14 NM SW of Santa Rosa Island, CA",NDBC,33.657,-120.227,W. Coast,43824,40354,0.9208196422051844,1883,5,40354,0.9208196422051844,1883,5
46086,"SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA",NDBC,32.504,-118.029,W. Coast,43824,42641,0.9730056589996348,248,5,42641,0.9730056589996348,248,5
46088,"NEW DUNGENESS - 17 NM NE of Port Angeles, WA",NDBC,48.332,-123.179,W. Coast,43824,35920,0.8196422051843738,7610,5,22754,0.5192132165023732,7625,5
46089,"TILLAMOOK, OR - 85 NM WNW of Tillamook, OR",NDBC,45.928,-125.815,W. Coast,43824,30679,0.7000502008032129,8394,5,30679,0.7000502008032129,8394,5
46097,OOI Newport Shelf,NSF Ocean Observatories Initiative,44.639,-124.304,W. Coast,43824,39830,0.9088627236217598,458,5,39829,0.9088399050748448,458,5
46098,OOI Waldport Offshore,NSF Ocean Observatories Initiative,44.378,-124.947,W. Coast,43824,33055,0.7542670682730924,4011,5,33055,0.7542670682730924,4011,5
46099,OOI Westport Shelf,NSF Ocean Observatories Initiative,46.988,-124.567,W. Coast,43824,35043,0.7996303395399781,2508,5,35044,0.7996531580868931,2508,5
46100,OOI Westport Offshore,NSF Ocean Observatories Initiative,46.851,-124.964,W. Coast,43824,36655,0.8364138371668492,2530,5,36655,0.8364138371668492,2530,5
46211,"Grays Harbor, WA (036)",SCRIPPS,46.857,-124.243,W. Coast,43824,40535,0.9249497991967872,1109,5,40534,0.9249269806498722,1109,5
46213,"Cape Mendocino, CA (094)",SCRIPPS,40.291,-124.748,W. Coast,43824,40599,0.9264101861993428,1394,5,40599,0.9264101861993428,1394,5
46214,"Point Reyes, CA (029)",SCRIPPS,37.944,-123.466,W. Coast,43824,40085,0.9146814530850677,1807,5,40085,0.9146814530850677,1807,5
46215,"Diablo Canyon, CA (076)",SCRIPPS,35.204,-120.859,W. Coast,43824,42662,0.9734848484848484,654,5,42662,0.9734848484848484,654,5
46218,"Harvest, CA (071)",SCRIPPS,34.452,-120.78,W. Coast,43824,43570,0.9942040890836072,192,5,43570,0.9942040890836072,192,5
46219,"San Nicolas Island, CA (067)",SCRIPPS,33.226,-119.891,W. Coast,43824,43542,0.9935651697699892,192,5,43542,0.9935651697699892,192,5
46221,"Santa Monica Bay, CA (028)",SCRIPPS,33.86,-118.641,W. Coast,43824,43513,0.992903431909456,192,5,43513,0.992903431909456,192,5
46222,"San Pedro, CA (092)",SCRIPPS,33.614,-118.314,W. Coast,43824,43214,0.9860806863818912,216,5,43214,0.9860806863818912,216,5
46224,"Oceanside Offshore, CA (045)",SCRIPPS,33.178,-117.472,W. Coast,43824,43551,0.9937705366922236,192,5,43550,0.9937477181453084,192,5
46225,"Torrey Pines Outer, CA (100)",SCRIPPS,32.933,-117.391,W. Coast,43824,43553,0.9938161737860534,192,5,43553,0.9938161737860534,192,5
46229,"UMPQUA OFFSHORE, OR (139)",SCRIPPS,43.772,-124.549,W. Coast,43824,38532,0.8792442497261774,2155,5,38532,0.8792442497261774,2155,5
46232,"Point Loma South, CA  (191)",SCRIPPS,32.517,-117.425,W. Coast,43824,42648,0.9731653888280394,553,5,42648,0.9731653888280394,553,5
46235,"Imperial Beach Nearshore, CA (155)",SCRIPPS,32.57,-117.169,W. Coast,43824,40769,0.9302893391748812,2705,5,40769,0.9302893391748812,2705,5
46237,"San Francisco Bar, CA  (142)",SCRIPPS,37.788,-122.634,W. Coast,43824,41627,0.9498676524278934,840,5,41627,0.9498676524278934,840,5
46239,"Point Sur, CA (157)",SCRIPPS,36.342,-122.11,W. Coast,43824,43541,0.993542351223074,192,5,43541,0.993542351223074,192,5
46240,"Cabrillo Point, Monterey Bay, CA  (158)",SCRIPPS,36.626,-121.907,W. Coast,43824,41912,0.9563709382986492,890,5,41842,0.954773640014604,890,5
46243,"Clatsop Spit, OR (162)",SCRIPPS,46.215,-124.129,W. Coast,43824,41921,0.9565763052208835,564,5,41921,0.9565763052208835,564,5
46244,"Humboldt Bay, North Spit, CA (168)",SCRIPPS,40.896,-124.358,W. Coast,43824,43008,0.9813800657174152,510,5,43008,0.9813800657174152,510,5
46248,"Astoria Canyon, OR  (179)",SCRIPPS,46.133,-124.64,W. Coast,43824,39233,0.8952400511135451,2254,5,39233,0.8952400511135451,2254,5
46251,"Santa Cruz Basin, CA (203)",SCRIPPS,33.769,-119.565,W. Coast,43824,43529,0.993268528660095,192,5,43529,0.993268528660095,192,5
46253,"San Pedro South, CA (213)",SCRIPPS,33.576,-118.182,W. Coast,43824,43418,0.9907356699525374,192,5,43417,0.9907128514056224,192,5
46254,"SCRIPPS Nearshore, CA (201)",SCRIPPS,32.868,-117.267,W. Coast,43824,43330,0.9887276378240234,236,5,43309,0.9882484483388098,236,5
46256,"Long Beach Channel, CA (215)",SCRIPPS,33.7,-118.201,W. Coast,43824,43466,0.9918309602044542,192,5,43460,0.9916940489229644,192,5
46258,"Mission Bay West, CA (220)",SCRIPPS,32.749,-117.502,W. Coast,43824,43441,0.9912604965315808,192,5,43441,0.9912604965315808,192,5
46259,"Santa Lucia Escarpment, CA (222)",U.S. Army Corps of Engineers,34.774,-121.491,W. Coast,43824,42965,0.980398868200073,401,5,42965,0.980398868200073,401,5
46266,"Del Mar Nearshore, CA (153)",U.S. Army Corps of Engineers,32.957,-117.279,W. Coast,43824,43487,0.9923101496896678,192,5,43483,0.992218875502008,192,5
46267,"Angeles Point, WA (248)",SCRIPPS,48.171,-123.6,W. Coast,43824,40617,0.9268209200438116,1076,5,38230,0.8723530485578679,1076,5
46268,"Topanga Nearshore, CA (103)",SCRIPPS,34.022,-118.578,W. Coast,43824,43533,0.9933598028477546,192,5,43525,0.9931772544724352,192,5
ljpc1,"La Jolla, CA (073)",SCRIPPS,32.867,-117.257,W. Coast,43824,42679,0.9738727637824024,193,5,42662,0.9734848484848484,193,5
